id_commune;code_region;code_departement;nom_commune
49148;52;49;Gené
49151;52;49;Gesté
49168;52;49;Jumelles
49169;52;49;La Jumellière
49180;52;49;Longué-Jumelles
49181;52;49;Louerre
49184;52;49;Louvaines
49191;52;49;Martigné-Briand
49192;52;49;Maulévrier
49194;52;49;Mazé-Milon
49196;52;49;La Meignanne
49200;52;49;Longuenée-en-Anjou
49201;52;49;La Ménitré
49204;52;49;Le Mesnil-en-Vallée
49205;52;49;Miré
49209;52;49;Montigné-lès-Rairies
49220;52;49;Morannes sur Sarthe-Daumeray
49223;52;49;Mûrs-Erigné
49231;52;49;Nuaillé
49234;52;49;Parçay-les-Pins
49236;52;49;Passavant-sur-Layon
49238;52;49;Pellouailles-les-Vignes
49239;52;49;Le Pin-en-Mauges
49244;52;49;Mauges-sur-Loire
49247;52;49;La Possonnière
49248;52;49;Ombrée d'Anjou
49258;52;49;La Renaudière
49264;52;49;Saint-André-de-la-Marche
49267;52;49;Saint-Barthélemy-d'Anjou
49269;52;49;Saint-Christophe-du-Bois
49273;52;49;Saint-Crespin-sur-Moine
49278;52;49;Sainte-Gemmes-sur-Loire
49297;52;49;Saint-Laurent-du-Mottay
49300;52;49;Saint-Lézin
49302;52;49;Saint-Macaire-du-Bois
49309;52;49;Saint-Michel-et-Chanveaux
49323;52;49;Verrières-en-Anjou
49324;52;49;La Salle-et-Chapelle-Aubry
49338;52;49;Soulaines-sur-Aubance
49341;52;49;Souzay-Champigny
49346;52;49;Le Thoureil
49348;52;49;Tigné
49356;52;49;Trémont
49374;52;49;Villebernier
49375;52;49;Villedieu-la-Blouère
50006;28;50;Amigny
50007;28;50;Ancteville
50013;28;50;Anneville-en-Saire
50019;28;50;Aucey-la-Plaine
50022;28;50;Aumeville-Lestre
50039;28;50;Beaucoudray
50041;28;50;La Hague
50042;28;50;Beauvoir
50046;28;50;Bérigny
50047;28;50;La Beslière
50050;28;50;Beuvrigny
50052;28;50;Beuzeville-la-Bastille
50054;28;50;Biéville
50055;28;50;Biniville
50064;28;50;La Bonneville
50066;28;50;Jullouville
50076;28;50;Bréhal
50078;28;50;Bretteville-sur-Ay
50085;28;50;Bricqueville-sur-Mer
50087;28;50;Brix
50088;28;50;Brouains
50090;28;50;Buais-Les-Monts
50093;28;50;Cametours
50097;28;50;Canville-la-Rocque
50098;28;50;Carantilly
50099;28;50;Carentan-les-Marais
50104;28;50;Carteret
50109;28;50;Cérences
50114;28;50;Les Chambres
50117;28;50;Champeaux
50119;28;50;Les Champs-de-Losque
50126;28;50;Chavoy
50132;28;50;Les Chéris
50141;28;50;Cormeray
50142;28;50;Vicq-sur-Mer
50154;28;50;La Croix-Avranchin
50157;28;50;Curey
50161;28;50;Le Dézert
50169;28;50;Ecausseville
50171;28;50;Eculleville
50173;28;50;Equeurdreville-Hainneville
50174;28;50;Equilly
50185;28;50;Fleury
50193;28;50;Le Fresne-Poret
50200;28;50;Ger
50202;28;50;Giéville
50209;28;50;Gonneville-Le Theil
50214;28;50;Gouvets
50219;28;50;Gratot
50222;28;50;Grosville
50224;28;50;Guilberville
50229;28;50;Hamelin
50232;28;50;Hauteville-la-Guichard
50245;28;50;Heussé
50246;28;50;Hiesville
50254;28;50;Husson
50258;28;50;Joganville
50260;28;50;Juvigny les Vallées
50263;28;50;Lapenty
50272;28;50;Lingreville
50273;28;50;Montsenelle
50277;28;50;Longueville
50279;28;50;Le Lorey
50286;28;50;La Mancellière
50287;28;50;La Mancellière-sur-Vire
50304;28;50;Le Mesnil-Aubert
50309;28;50;Le Mesnil-Drey
50317;28;50;Le Mesnil-Ozenne
50320;28;50;Le Mesnil-Rogues
50322;28;50;Le Mesnil-Thébault
50324;28;50;Le Mesnil-Véneron
50325;28;50;Le Mesnil-Vigot
50337;28;50;Montanel
50351;28;50;Montrabot
50352;28;50;Montreuil-sur-Lozon
50353;28;50;Le Mont-Saint-Michel
50365;28;50;Muneville-sur-Mer
50374;28;50;Neuville-en-Beaumont
50382;28;50;Nouainville
50386;28;50;Omonville-la-Rogue
50387;28;50;Orglandes
50391;28;50;Grandparigny
50394;28;50;Périers
50398;28;50;Le Perron
50400;28;50;Picauville
50402;28;50;Les Pieux
50407;28;50;Poilley
50413;28;50;Précey
50415;28;50;Prétot-Sainte-Suzanne
50432;28;50;Réthoville
50434;28;50;La Rochelle-Normande
50441;28;50;Rouxeville
50443;28;50;Sacey
50455;28;50;Saint-Clair-sur-l'Elle
50470;28;50;Saint-Georges-de-Bohon
50491;28;50;Saint-Jean-de-Savigny
50502;28;50;Saint-Lô
50506;28;50;Saint-Malo-de-la-Lande
50515;28;50;Saint-Martin-de-Landelles
50521;28;50;Saint-Maur-des-Bois
50522;28;50;Saint-Maurice-en-Cotentin
50530;28;50;Saint-Nicolas-près-Granville
50536;28;50;Saint-Pierre-d'Arthéglise
50547;28;50;Saint-Sauveur-de-Chaulieu
50550;28;50;Saint-Sauveur-Villages
01006;84;01;Ambléon
01007;84;01;Ambronay
01013;84;01;Arandas
01015;84;01;Arboys en Bugey
01016;84;01;Arbigny
01023;84;01;Asnières-sur-Saône
01024;84;01;Attignat
01026;84;01;Bâgé-le-Châtel
01027;84;01;Balan
01049;84;01;La Boisse
01057;84;01;Boz
01062;84;01;Bressolles
01068;84;01;Cerdon
01073;84;01;Ceyzérieu
01076;84;01;Chaley
01079;84;01;Champagne-en-Valromey
01081;84;01;Champfromier
01082;84;01;Chanay
01085;84;01;La Chapelle-du-Châtelard
01087;84;01;Charix
01093;84;01;Châtillon-sur-Chalaronne
01098;84;01;Chazey-Bons
01101;84;01;Chevillard
01103;84;01;Chevry
01109;84;01;Collonges
01118;84;01;Corbonod
01129;84;01;Crans
01135;84;01;Crozet
01138;84;01;Culoz
01140;84;01;Curtafond
01145;84;01;Dompierre-sur-Veyle
01149;84;01;Douvres
01151;84;01;Druillat
01152;84;01;Echallon
01171;84;01;Géovreisset
01173;84;01;Gex
01174;84;01;Giron
01186;84;01;Hostiaz
01189;84;01;Injoux-Génissiat
01194;84;01;Jassans-Riottier
01197;84;01;Journans
01199;84;01;Jujurieux
01202;84;01;Lagnieu
01207;84;01;Lapeyrouse
01210;84;01;Lélex
01213;84;01;Leyment
01214;84;01;Leyssard
01215;84;01;Surjoux-Lhopital
01216;84;01;Lhuis
01220;84;01;Lompnes
01223;84;01;Loyes
01231;84;01;Manziat
01232;84;01;Marboz
01234;84;01;Marignieu
01237;84;01;Martignat
01242;84;01;Mérignat
01243;84;01;Messimy-sur-Saône
01245;84;01;Bohas-Meyriat-Rignat
01248;84;01;Mionnay
01249;84;01;Miribel
01250;84;01;Misérieux
01251;84;01;MoÃ«ns
01252;84;01;Mogneneins
01253;84;01;Mollon
01254;84;01;Montagnat
01263;84;01;Montmerle-sur-Saône
01278;84;01;Ochiaz
01280;84;01;Ordonnaz
01281;84;01;Ornex
01289;84;01;Péronnas
01290;84;01;Pérouges
01302;84;01;Pollieu
01304;84;01;Pont-d'Ain
01309;84;01;Pouillat
01316;84;01;Pugieu
01317;84;01;Ramasse
01320;84;01;Replonges
01323;84;01;Reyssouze
01324;84;01;Rignat
01333;84;01;Saint-André-de-Corcy
01334;84;01;Saint-André-d'Huiriat
01340;84;01;Saint-Bois
01342;84;01;Sainte-Croix
01352;84;01;Saint-Etienne-sur-Reyssouze
01371;84;01;Saint-Marcel
01397;84;01;Sauverny
01400;84;01;Seillonnaz
01409;84;01;Songieu
01410;84;01;Sonthonnax-la-Montagne
01411;84;01;Souclin
01412;84;01;Sulignat
01418;84;01;Thil
01425;84;01;La Tranclière
01426;84;01;Val-Revermont
01436;84;01;Vesancy
01437;84;01;Vescours
01438;84;01;Vésenex-Crassy
01439;84;01;Vésines
01443;84;01;Villars-les-Dombes
01456;84;01;Vongnes
01459;84;01;Hauteville-Lompnés
02001;32;02;Abbécourt
02003;32;02;Acy
02006;32;02;Aisonville-et-Bernoville
02014;32;02;Amigny-Rouy
02023;32;02;Armentières-sur-Ourcq
02026;32;02;Artonges
02028;32;02;Athies-sous-Laon
02033;32;02;Aubigny-en-Laonnois
02037;32;02;Aulnois-sous-Laon
02039;32;02;Autremencourt
02040;32;02;Autreppes
02042;32;02;Azy-sur-Marne
02048;32;02;Barenton-sur-Serre
02050;32;02;Barzy-en-Thiérache
02053;32;02;Vallées en Champagne
02059;32;02;Beautor
02067;32;02;Bergues-sur-Sambre
02077;32;02;Berzy-le-Sec
02082;32;02;Beugneux
02085;32;02;Bézu-Saint-Germain
02087;32;02;Bieuxy
02091;32;02;Blanzy-lès-Fismes
02092;32;02;Blérancourdelle
02097;32;02;Boncourt
02105;32;02;Bouresches
02115;32;02;Braye-en-Laonnois
02121;32;02;Breny
02127;32;02;Bruyères-sur-Fère
02160;32;02;Chaourse
02168;32;02;Château-Thierry
02171;32;02;Chaudardes
02174;32;02;Chavignon
02181;32;02;Chéry-lès-Rozoy
02183;32;02;Chevregny
02184;32;02;Chevresis-Monceau
02185;32;02;Chézy-en-Orxois
02191;32;02;Chivy-lès-Etouvelles
02196;32;02;Clacy-et-Thierret
02198;32;02;Clamecy
02208;32;02;Concevreux
02217;32;02;Coucy-le-Château-Auffrique
02221;32;02;Coupru
02225;32;02;Courchamps
02229;32;02;Courtrizy-et-Fussigny
02239;32;02;Crézancy
02242;32;02;Crouttes-sur-Marne
02249;32;02;Cuiry-Housse
02250;32;02;Cuiry-lès-Chaudardes
02251;32;02;Cuiry-lès-Iviers
02253;32;02;Cuisy-en-Almont
02258;32;02;Dammard
02261;32;02;Dercy
02264;32;02;Dizy-le-Gros
02266;32;02;Dolignon
02269;32;02;Dorengt
02273;32;02;Dury
02274;32;02;Ebouleau
02275;32;02;Effry
02281;32;02;L'Epine-aux-Bois
02283;32;02;Erlon
02288;32;02;Essigny-le-Petit
02295;32;02;Etréaupont
02297;32;02;Etrépilly
02308;32;02;Fesmy-le-Sart
02316;32;02;Fleury
02320;32;02;Fontaine-lès-Clercs
02321;32;02;Fontaine-lès-Vervins
02324;32;02;Fontenelle
02326;32;02;Fontenoy
02328;32;02;Fossoy
02331;32;02;Franqueville
02338;32;02;Froidmont-Cohartille
02341;32;02;Gercy
02342;32;02;Gergny
02348;32;02;Glennes
02352;32;02;Gouy
02354;32;02;Grandrieux
02358;32;02;Grougis
02363;32;02;Guny
02365;32;02;Hamégicourt
02367;32;02;Happencourt
02372;32;02;Hartennes-et-Taux
02388;32;02;Iviers
02389;32;02;Jaulgonne
02391;32;02;Jeantes
02392;32;02;Joncourt
02396;32;02;Jumigny
02397;32;02;Jussy
02400;32;02;Laffaux
02408;32;02;Laon
02417;32;02;Lempire
02427;32;02;Lhuys
02435;32;02;Logny-lès-Aubenton
02439;32;02;Les Septvallons
02440;32;02;Lor
02442;32;02;Loupeigne
02448;32;02;Mâchecourt
02449;32;02;Macogny
02459;32;02;Marcy
02462;32;02;Mareuil-en-Dôle
02463;32;02;Marfontaine
02470;32;02;Martigny
02472;32;02;Mauregny-en-Haye
02473;32;02;Mayot
02484;32;02;Mézy-Moulins
02488;32;02;Molain
02489;32;02;Molinchart
02490;32;02;Monampteuil
02492;32;02;Monceau-lès-Leups
02495;32;02;Mondrepuis
02497;32;02;Mons-en-Laonnois
02508;32;02;Monthenault
02512;32;02;Montigny-l'Allier
02520;32;02;Mont-Notre-Dame
02522;32;02;Mont-Saint-Jean
02530;32;02;Moulins
02533;32;02;Muret-et-Crouttes
02535;32;02;Nampcelles-la-Cour
02539;32;02;Nauroy
02544;32;02;Neuve-Maison
02547;32;02;La Neuville-Housset
02551;32;02;Neuville-sur-Margival
02556;32;02;Noircourt
02561;32;02;Nouvion-le-Vineux
02565;32;02;Œuilly
02577;32;02;Ostel
02590;32;02;Pargny-la-Dhuys
02602;32;02;Pinon
02606;32;02;Le Plessier-Huleu
02607;32;02;Ploisy
02613;32;02;Pontavert
02614;32;02;Pontru
02616;32;02;Pont-Saint-Mard
02623;32;02;Prisces
02634;32;02;Raillimont
02635;32;02;Ramicourt
02641;32;02;Renneval
02648;32;02;Ribemont
02650;32;02;Rocquigny
02652;32;02;Rogny
02664;32;02;Rozoy-Bellevalle
02672;32;02;Saint-Bandry
02675;32;02;Sainte-Croix
02679;32;02;Saint-Gengoulph
02684;32;02;Saint-Michel
02698;32;02;Sancy-les-Cheminots
02704;32;02;Selens
02707;32;02;Septvaux
02708;32;02;Sequehart
02711;32;02;Serches
02717;32;02;Séry-lès-Mézières
02720;32;02;Sissonne
02727;32;02;Sons-et-Ronchères
02730;32;02;Soupir
02735;32;02;Tannières
02744;32;02;Torcy-en-Valois
02745;32;02;Toulis-et-Attencourt
02749;32;02;TroÃ«snes
02750;32;02;Trosly-Loire
02752;32;02;Tugny-et-Pont
02754;32;02;Ugny-le-Gay
02757;32;02;Vadencourt
02760;32;02;La Vallée-Mulâtre
02762;32;02;Vassens
02773;32;02;Vauxtin
02778;32;02;Vendresse-Beaulne
02780;32;02;Venizel
02782;32;02;Le Verguier
02785;32;02;Vermand
02786;32;02;Verneuil-sous-Coucy
02789;32;02;Vervins
02794;32;02;Vézilly
02801;32;02;Vigneux-Hocquet
02802;32;02;La Ville-aux-Bois-lès-Dizy
02810;32;02;Villers-Cotterêts
02811;32;02;Villers-en-Prayères
02819;32;02;Vincy-Reuil-et-Magny
02828;32;02;Vregny
03010;84;03;Audes
03015;84;03;Bagneux
03016;84;03;Barberier
03017;84;03;Barrais-Bussolles
03020;84;03;Beaune-d'Allier
03026;84;03;Besson
03030;84;03;Biozat
03032;84;03;Blomard
03035;84;03;Le Bouchaud
03036;84;03;Bourbon-l'Archambault
03041;84;03;Le Brethon
03042;84;03;Le Breuil
03043;84;03;Broût-Vernet
03056;84;03;La Chapelle
03057;84;03;La Chapelle-aux-Chasses
03072;84;03;Chazemais
03079;84;03;Cindré
03087;84;03;Couleuvre
03095;84;03;Cusset
03096;84;03;Deneuille-lès-Chantelle
03098;84;03;Désertines
03099;84;03;Deux-Chaises
03100;84;03;Diou
03101;84;03;Domérat
03106;84;03;Durdat-Larequille
03107;84;03;Ebreuil
03114;84;03;La Ferté-Hauterive
03116;84;03;Fourilles
03126;84;03;Hauterive
03129;84;03;Hyds
03136;84;03;Lamaids
03138;84;03;Lapalisse
03144;84;03;Liernolles
03148;84;03;Loriges
03159;84;03;Malicorne
03166;84;03;Mazerier
03169;84;03;Meillard
03171;84;03;Mercy
03177;84;03;Monétay-sur-Loire
03179;84;03;Montaigu-le-Blin
03187;84;03;Montoldre
03198;84;03;Neure
03202;84;03;Noyant-d'Allier
03203;84;03;Paray-le-Frésil
03208;84;03;Le Pin
03216;84;03;Ronnet
03223;84;03;Saint-Christophe
03228;84;03;Saint-Eloy-d'Allier
03233;84;03;Saint-Genest
03239;84;03;Saint-Léger-sur-Vouzance
03248;84;03;Saint-Nicolas-des-Biefs
03249;84;03;Saint-Palais
03250;84;03;Saint-Pierre-Laval
03256;84;03;Saint-Priest-en-Murat
03258;84;03;Saint-Rémy-en-Rollat
03261;84;03;Sainte-Thérence
03268;84;03;Saulzet
03270;84;03;Sazeret
03275;84;03;Souvigny
03281;84;03;Le Theil
03291;84;03;Trézelles
03298;84;03;Varennes-sur-Allier
03299;84;03;Varennes-sur-Tèche
03302;84;03;Veauce
04010;93;04;Argens
04016;93;04;Authon
04020;93;04;Barles
04022;93;04;Barrême
04023;93;04;Bayons
04024;93;04;Beaujeu
04026;93;04;Bellaffaire
04028;93;04;Beynes
04033;93;04;Ubaye-Serre-Ponçon
04040;93;04;Le Castellard-Mélan
04041;93;04;Le Castellet
04042;93;04;Castellet-lès-Sausses
04043;93;04;Val-de-Chalvagne
04054;93;04;Châteauredon
04056;93;04;Chénerilles
04059;93;04;Clumanc
04064;93;04;Courchons
04067;93;04;Curel
04069;93;04;Demandolx
04085;93;04;Faucon-du-Caire
04093;93;04;Gigors
04097;93;04;La Javie
04098;93;04;Lambert
04100;93;04;Larche
04110;93;04;Mallemoisson
04111;93;04;Mane
04113;93;04;Marcoux
04123;93;04;Mison
04126;93;04;Montclar
04128;93;04;Montfuron
04134;93;04;La Motte-du-Caire
04136;93;04;La Mure-Argens
04137;93;04;Nibles
04141;93;04;Ongles
04144;93;04;La Palud-sur-Verdon
04148;93;04;Peyroules
04154;93;04;Pontis
04157;93;04;Puimoisson
04160;93;04;Reillanne
04166;93;04;Riez
04167;93;04;La Robine-sur-Galabre
04174;93;04;Saint-Benoît
04175;93;04;Sainte-Croix-Ã -Lauze
04176;93;04;Sainte-Croix-du-Verdon
04178;93;04;Saint-Etienne-les-Orgues
04181;93;04;Saint-Jeannet
04183;93;04;Saint-Julien-du-Verdon
04192;93;04;Saint-Michel-l'Observatoire
04202;93;04;Sausses
04209;93;04;Sisteron
04221;93;04;Trévans
04222;93;04;Turriers
04229;93;04;Valbelle
04231;93;04;Valernes
04233;93;04;Vaumeilh
04241;93;04;Villemus
05006;93;05;L'Argentière-la-Bessée
05007;93;05;Arvieux
05010;93;05;Aspres-sur-BuÃ«ch
05011;93;05;Avançon
05027;93;05;Cervières
05028;93;05;Chabestan
05031;93;05;Champcella
05048;93;05;L'Epine
05054;93;05;La Fare-en-Champsaur
05061;93;05;Gap
05074;93;05;Lettret
05077;93;05;Molines-en-Queyras
05087;93;05;Montmaur
05089;93;05;Montrond
05093;93;05;Névache
05096;93;05;Orcières
05107;93;05;Puy-Saint-André
05109;93;05;Puy-Saint-Pierre
05123;93;05;La Roche-des-Arnauds
05125;93;05;Romette
05129;93;05;Saint-André-de-Rosans
05136;93;05;Saint-Crépin
05137;93;05;Saint-Cyrice
05139;93;05;Dévoluy
05144;93;05;Saint-Jacques-en-Valgodemard
05148;93;05;Saint-Laurent-du-Cros
05155;93;05;Saint-Pierre-Avez
05162;93;05;La Saulce
05173;93;05;Upaix
05175;93;05;Vallouise
05180;93;05;Les Vigneaux
05181;93;05;Villar-d'Arêne
06001;93;06;Aiglun
06003;93;06;Andon
06010;93;06;Le Bar-sur-Loup
06027;93;06;Cagnes-sur-Mer
06035;93;06;Castellar
06038;93;06;Châteauneuf-Grasse
06041;93;06;Cipières
06048;93;06;Contes
06064;93;06;Gattières
06065;93;06;La Gaude
06067;93;06;Gorbio
06079;93;06;Mandelieu-la-Napoule
06085;93;06;Mougins
06086;93;06;Moulinet
06087;93;06;Les Mujouls
06088;93;06;Nice
06090;93;06;Pégomas
06098;93;06;Puget-Rostang
06116;93;06;Saint-Auban
06121;93;06;Saint-Jean-Cap-Ferrat
06122;93;06;Saint-Jeannet
06133;93;06;Sauze
06147;93;06;Tourrette-Levens
06149;93;06;La Trinité
06150;93;06;La Turbie
06161;93;06;Villeneuve-Loubet
07002;84;07;Ailhon
07006;84;07;Albon-d'Ardèche
07010;84;07;Annonay
07028;84;07;Beaulieu
07031;84;07;Berrias-et-Casteljau
07033;84;07;Bessas
07034;84;07;Bidon
07036;84;07;Bogy
07041;84;07;Boulieu-lès-Annonay
07046;84;07;Casteljau
07050;84;07;Chambonas
07059;84;07;Châteaubourg
07068;84;07;Colombier-le-Jeune
07069;84;07;Colombier-le-Vieux
07070;84;07;Cornas
07099;84;07;Gras
07108;84;07;Jaunac
07109;84;07;Joannas
07112;84;07;Labastide-sur-Bésorgues
07114;84;07;Labatie-d'Andaure
07115;84;07;Labeaume
07121;84;07;Lachapelle-Graillouse
07125;84;07;Lafigère
07128;84;07;Lalouvesc
07130;84;07;Lanarce
07134;84;07;Laurac-en-Vivarais
07136;84;07;Laveyrune
07159;84;07;Mirabel
07161;84;07;Montpezat-sous-Bauzon
07166;84;07;Nozières
07169;84;07;Ozon
07172;84;07;Peaugres
07179;84;07;Pourchères
07181;84;07;Le Pouzin
07186;84;07;Privas
07188;84;07;Quintenas
07189;84;07;Ribes
07190;84;07;Rochecolombe
07191;84;07;Rochemaure
07194;84;07;Rochessauve
07211;84;07;Saint-André-de-Cruzières
07218;84;07;Saint-Basile
07230;84;07;Saint-Etienne-de-Boulogne
07233;84;07;Saint-Etienne-de-Serre
07236;84;07;Saint-Félicien
07250;84;07;Saint-Jeure-d'Ay
07256;84;07;Saint-Julien-Labrousse
07257;84;07;Saint-Julien-le-Roux
07259;84;07;Saint-Just-d'Ardèche
07265;84;07;Saint-Marcel-lès-Annonay
07268;84;07;Saint-Martin-d'Ardèche
07269;84;07;Saint-Martin-de-Valamas
07272;84;07;Saint-Maurice-d'Ardèche
07273;84;07;Saint-Maurice-d'Ibie
07276;84;07;Saint-Michel-d'Aurance
07281;84;07;Saint-Péray
07287;84;07;Saint-Pons
07292;84;07;Saint-Romain-d'Ay
07296;84;07;Saint-Sernin
07297;84;07;Saint-Sylvestre
07306;84;07;Sampzon
07307;84;07;Sanilhac
07311;84;07;Sceautres
07322;84;07;Thueyts
07327;84;07;Uzer
07328;84;07;Vagnas
07331;84;07;Vals-les-Bains
07334;84;07;Les Vans
07335;84;07;Vaudevant
07342;84;07;Villevocance
07349;84;07;La Voulte-sur-Rhône
08007;44;08;Les Alleux
08012;44;08;Andevanne
08015;44;08;Antheny
08023;44;08;Artaise-le-Vivier
08024;44;08;Asfeld
08025;44;08;Attigny
08050;44;08;Barricourt
08054;44;08;Beaulieu
08063;44;08;La Besace
08069;44;08;Blanchefosse-et-Bay
08072;44;08;Bosseval-et-Briancourt
08075;44;08;Boult-aux-Bois
08081;44;08;Bogny-sur-Meuse
08109;44;08;Chatel-Chéhéry
08113;44;08;Chaumont-Porcien
08114;44;08;Chéhéry
08121;44;08;Chilly
08122;44;08;Chooz
08133;44;08;Coucy
08140;44;08;Dom-le-Mesnil
08142;44;08;Donchery
08145;44;08;Douzy
08149;44;08;L'Echelle
08150;44;08;Ecly
08154;44;08;Estrebay
08156;44;08;Eteignières
08168;44;08;La Ferté-sur-Chiers
08170;44;08;Fleigneux
08172;44;08;Fligny
08176;44;08;Fossé
08178;44;08;Fraillicourt
08182;44;08;Le Fréty
08187;44;08;Gernelle
08193;44;08;Givry
08194;44;08;Glaire
08195;44;08;Gomont
08198;44;08;Grandpré
08204;44;08;Guincourt
08220;44;08;Hauviné
08221;44;08;Havys
08222;44;08;Haybes
08227;44;08;Hocmont
08231;44;08;Iges
08233;44;08;Imécourt
08236;44;08;Jandun
08237;44;08;Joigny-sur-Meuse
08245;44;08;Lançon
08247;44;08;Landrichamps
08249;44;08;Laval-Morency
08251;44;08;Lépron-les-Vallées
08257;44;08;Logny-Bogny
08264;44;08;Machault
08265;44;08;Mainbresson
08269;44;08;Malandry
08273;44;08;Marby
08275;44;08;Margny
08281;44;08;Matton-et-Clémency
08289;44;08;Messincourt
08294;44;08;La Moncelle
08299;44;08;Montcy-Saint-Pierre
08313;44;08;Nanteuil-sur-Aisne
08314;44;08;Neuflize
08315;44;08;Neufmaison
08333;44;08;Olizy-Primat
08340;44;08;Poilcourt-Sydney
08341;44;08;Poix-Terron
08344;44;08;Prez
08347;44;08;Puilly-et-Charbeaux
08348;44;08;Puiseux
08349;44;08;Pure
08350;44;08;Quatre-Champs
08351;44;08;Quilly
08352;44;08;Raillicourt
08353;44;08;Rancennes
08384;44;08;Saint-Lambert-et-Mont-de-Jeux
08385;44;08;Saint-Laurent
08412;44;08;Senuc
08420;44;08;Signy-le-Petit
08423;44;08;Sivry-lès-Buzancy
08431;44;08;Sugny
08435;44;08;Tagnon
08437;44;08;Tailly
08443;44;08;Terron-sur-Aisne
08445;44;08;Thelonne
08458;44;08;Tourteron
08461;44;08;Vandy
08463;44;08;Vaux-en-Dieulet
08468;44;08;Vaux-Villaine
08469;44;08;Vendresse
08471;44;08;Verrières
08472;44;08;Viel-Saint-Remy
08474;44;08;Villemontry
08475;44;08;Villers-Cernay
08480;44;08;Villers-Semeuse
08498;44;08;Warnécourt
09006;76;09;Alliat
09008;76;09;Alos
09010;76;09;Amplaing
09017;76;09;Arrien-en-Bethmale
09022;76;09;Arvigna
09024;76;09;Aston
09025;76;09;Aucazein
09031;76;09;Axiat
09032;76;09;Ax-les-Thermes
09037;76;09;Barjac
09039;76;09;La Bastide-de-Bousignac
09041;76;09;La Bastide-du-Salat
09057;76;09;Biert
09061;76;09;Les Bordes-sur-Arize
09062;76;09;Bordes-Uchentein
09068;76;09;Burret
09076;76;09;Canté
09096;76;09;Château-Verdun
09101;76;09;Coussa
09113;76;09;Ercé
09118;76;09;Esplas-de-Sérou
09119;76;09;Eycheil
09121;76;09;Ferrières-sur-Ariège
09128;76;09;Gajan
09130;76;09;Ganac
09134;76;09;Gestiès
09136;76;09;Gourbit
09140;76;09;Ignaux
09142;76;09;Ilhat
09145;76;09;Les Issards
09146;76;09;Justiniac
09148;76;09;Lacave
09149;76;09;Lacourt
09152;76;09;Lapège
09153;76;09;Lapenne
09154;76;09;Larbont
09155;76;09;Larcat
09158;76;09;Lasserre
09161;76;09;Léran
09164;76;09;Lescure
09165;76;09;Lesparrou
09166;76;09;Leychert
09172;76;09;Loubaut
09176;76;09;Luzenac
09184;76;09;Mauvezin-de-Sainte-Croix
09187;76;09;Mercenac
09193;76;09;Mijanès
09194;76;09;Mirepoix
09197;76;09;Montaillou
09205;76;09;Montfa
09213;76;09;Moulin-Neuf
09221;76;09;Ornolac-Ussat-les-Bains
09223;76;09;Oust
09231;76;09;Le Port
09233;76;09;Pradettes
09234;76;09;Pradières
09240;76;09;Quié
09254;76;09;Saint-Amadou
09260;76;09;Sainte-Foi
09276;76;09;Saint-Victor-Rouzaud
09277;76;09;Saint-Ybars
09279;76;09;Salsein
09280;76;09;Saurat
09281;76;09;Sautel
09282;76;09;Saverdun
09292;76;09;Sentenac-de-Sérou
09302;76;09;Suc-et-Sentenac
09304;76;09;Suzan
09307;76;09;Taurignan-Castet
09311;76;09;Tignac
09312;76;09;La Tour-du-Crieu
09313;76;09;Tourtouse
09315;76;09;Trémoulet
09317;76;09;Uchentein
09322;76;09;Ustou
09325;76;09;Vaychis
09332;76;09;Verniolle
09335;76;09;Villeneuve
09338;76;09;Villeneuve-du-Latou
09339;76;09;Villeneuve-du-Paréage
09340;76;09;Vira
10005;44;10;Amance
10008;44;10;Argançon
10011;44;10;Arrentières
10020;44;10;Avant-lès-Marcilly
10026;44;10;Bailly-le-Franc
10028;44;10;Balnot-la-Grange
10032;44;10;Baroville
10043;44;10;Bessy
10044;44;10;Bétignicourt
10053;44;10;Bouranton
10056;44;10;Bouy-Luxembourg
10057;44;10;Bouy-sur-Orvin
10058;44;10;Bragelogne-Beauvoir
10060;44;10;Bréviandes
10061;44;10;Brévonnes
10064;44;10;Brienne-le-Château
10071;44;10;Chacenay
10086;44;10;Charny-le-Bachot
10088;44;10;Chassericourt
10095;44;10;Le Chêne
10096;44;10;Chennegy
10097;44;10;Chervey
10098;44;10;Chesley
10101;44;10;Coclois
10106;44;10;Courceroy
10119;44;10;Cunfin
10127;44;10;Dommartin-le-Coq
10129;44;10;Dosches
10137;44;10;Engente
10139;44;10;Epothémont
10142;44;10;Estissac
10143;44;10;Etourvy
10145;44;10;Faux-Villecerf
10149;44;10;Feuges
10153;44;10;Fontaine-Mâcon
10171;44;10;Hampigny
10172;44;10;Herbisse
10179;44;10;Jeugny
10180;44;10;Joncreuil
10186;44;10;Laines-aux-Bois
10189;44;10;Lassicourt
10198;44;10;Lirey
10200;44;10;La Loge-aux-Chèvres
10202;44;10;Les Loges-Margueron
10207;44;10;Longueville-sur-Aube
10212;44;10;Machy
10221;44;10;Maizières-lès-Brienne
10222;44;10;Maraye-en-Othe
10223;44;10;Marcilly-le-Hayer
10225;44;10;Marnay-sur-Seine
10233;44;10;Méry-sur-Seine
10234;44;10;Mesgrigny
10241;44;10;Metz-Robert
10242;44;10;Meurville
10244;44;10;Montangon
10245;44;10;Montaulin
10251;44;10;Montigny-les-Monts
10252;44;10;Montmartin-le-Haut
10256;44;10;Montsuzain
10257;44;10;Morembert
